"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"221",17001765,"OH0141",2,"medina county district library  main","library","No","main branch, public library","Active","210 South Broadway Street","Medina","OH",44256,NA,"Medina",41.1376659,-81.862206,"Congressional District 16","Urban",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221020436,2299026869,2299026869.001,"In-Window","Committed","Funded","FCDL Issued","State of Ohio Department of Administrative Services",143003831,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",63624.93,14886.29,48738.64,1,48738.64,12,584863.68,0,0,0,0,0,584863.68,0.7,409404.576,175459.1,76000,0.005,NA,NA,NA,NA,NA,174,2352.89986206897,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",20000,20000,"gigabit","gigabit",145137,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"222",17007416,"OH0146",10,"central library","library","No","main branch, public library","Active","3102 Glen Dr","Millersburg","OH",44654,8946,"Holmes",40.5448819,-81.9124388,"Congressional District 7","Rural",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221011860,2299014165,2299014165.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",500,0,500,14,7000,12,84000,0,0,0,0,0,84000,0.68,57120,26880,16650,1,NA,NA,NA,NA,6000,14,4080,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",42366,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"223",17007416,"OH0146",10,"central library","library","No","main branch, public library","Active","3102 Glen Dr","Millersburg","OH",44654,8946,"Holmes",40.5448819,-81.9124388,"Congressional District 7","Rural",NA,NA,NA,NA,17000247,"Ohio Public Library Information Network","consortium","2323 W. Fifth Ave, Ste 130","Columbus","OH",43204,"Congressional District 15",2022,221020436,2299026869,2299026869.001,"In-Window","Committed","Funded","FCDL Issued","State of Ohio Department of Administrative Services",143003831,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",63624.93,14886.29,48738.64,1,48738.64,12,584863.68,0,0,0,0,0,584863.68,0.7,409404.576,175459.1,16650,0.005,NA,NA,NA,NA,NA,174,2352.89986206897,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",20000,20000,"gigabit","gigabit",42366,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"224",17007420,"OH0146",10,"freightliner bookmobile","library","No","bookmobile, public library","Active","3102 Glen Dr","Millersburg","OH",44654,8946,"Holmes",40.5448819,-81.9124388,"Congressional District 7","Rural",NA,NA,NA,NA,129672,"Holmes County Public Library","library system","3102 Glen Drive","Millersburg","OH",44654,"Congressional District 7",2022,221031095,2299045166,2299045166.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",0.5,"Mbps",0.5,"Mbps",40.11,0,40.11,3,120.33,12,1443.96,0,0,0,0,0,1443.96,0.7,1010.772,433.19,280,NA,NA,NA,NA,NA,721.98,2,505.386,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",0.5,0.5,"unserved","not_gigabit",42366,NA,32,"Town Distant","Town","bandwidth target not met","under50",2
"225",140164,"OK0066",15,"muskogee public library","library","No","main branch, public library","Active","801 W Okmulgee St","Muskogee","OK",74401,6840,"Muskogee",35.7510163,-95.3792489,"Congressional District 2","Urban",NA,NA,NA,NA,17015674,"Eastern Okla Dist Lib System","library system","14 E. Shawnee Bypass","Muskogee","OK",74403,"Congressional District 2",2022,221014797,2299018211,2299018211.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Other","Other",100,"Mbps",100,"Mbps",89,0,89,16,1424,12,17088,0,0,0,0,0,17088,0.9,15379.2,1708.8,32813,1,NA,NA,NA,NA,NA,16,961.2,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",243022,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"226",140164,"OK0066",15,"muskogee public library","library","No","main branch, public library","Active","801 W Okmulgee St","Muskogee","OK",74401,6840,"Muskogee",35.7510163,-95.3792489,"Congressional District 2","Urban",NA,NA,NA,NA,17015674,"Eastern Okla Dist Lib System","library system","14 E. Shawnee Bypass","Muskogee","OK",74403,"Congressional District 2",2022,221014797,2299018211,2299018211.014,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1300,0,1300,1,1300,12,15600,0,0,0,0,0,15600,0.9,14040,1560,32813,1,NA,NA,NA,NA,NA,1,14040,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",243022,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"227",17018746,"OK0066",15,"eodl administration","non-instructional facility (nif)",NA,NA,"Active","14 E Shawnee Bypass","Muskogee","OK",74403,NA,NA,35.7698993,-95.3580641,"Congressional District 2",NA,NA,NA,NA,NA,17015674,"Eastern Okla Dist Lib System","library system","14 E. Shawnee Bypass","Muskogee","OK",74403,"Congressional District 2",2022,221014797,2299018211,2299018211.001,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Other","Other",100,"Mbps",100,"Mbps",89,0,89,16,1424,12,17088,0,0,0,0,0,17088,0.9,15379.2,1708.8,NA,1,NA,NA,NA,NA,NA,16,961.2,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",243022,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"228",17018746,"OK0066",15,"eodl administration","non-instructional facility (nif)",NA,NA,"Active","14 E Shawnee Bypass","Muskogee","OK",74403,NA,NA,35.7698993,-95.3580641,"Congressional District 2",NA,NA,NA,NA,NA,17015674,"Eastern Okla Dist Lib System","library system","14 E. Shawnee Bypass","Muskogee","OK",74403,"Congressional District 2",2022,221014797,2299018211,2299018211.017,"In-Window","Committed","Funded","FCDL Issued","OneNet (Oklahoma State Regents)",143015254,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1250,0,1250,1,1250,12,15000,0,0,0,0,0,15000,0.9,13500,1500,NA,1,NA,NA,NA,NA,NA,1,13500,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",243022,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"229",17015984,"OR0014",4,"williams branch","library","No","public library","Active","20695 Williams Hwy","Williams","OR",97544,NA,"Josephine",42.218741,-123.273055,"Congressional District 4","Rural",NA,NA,NA,NA,17015962,"Josephine Community Library District","library system","200 Nw C Street","Grants Pass","OR",97526,"Congressional District 2",2022,221002061,2299001518,2299001518.001,"In-Window","Committed","Funded","FCDL Issued","Hunter Communications, Inc.",143009331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",895,0,895,1,895,12,10740,0,0,0,0,0,10740,0.8,8592,2148,864,1,NA,NA,NA,NA,2148,5,1718.4,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",500,500,"served_not_gigabit","not_gigabit",40771,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"230",17015984,"OR0014",4,"williams branch","library","No","public library","Active","20695 Williams Hwy","Williams","OR",97544,NA,"Josephine",42.218741,-123.273055,"Congressional District 4","Rural",NA,NA,NA,NA,17015962,"Josephine Community Library District","library system","200 Nw C Street","Grants Pass","OR",97526,"Congressional District 2",2022,221002061,2299001518,2299001518.002,"In-Window","Committed","Funded","FCDL Issued","Hunter Communications, Inc.",143009331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",450,0,450,3,1350,12,16200,0,0,0,0,0,16200,0.8,12960,3240,864,NA,NA,NA,NA,NA,5400,3,4320,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",40771,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"231",17029723,"OR0014",4,"williams library","library","No","new construction library, public library","Active","20140 Williams Highway","Williams","OR",97544,NA,"Josephine",42.225963,-123.270013,"Congressional District 4","Rural",NA,NA,NA,NA,17015962,"Josephine Community Library District","library system","200 Nw C Street","Grants Pass","OR",97526,"Congressional District 2",2022,221002061,2299001518,2299001518.001,"In-Window","Committed","Funded","FCDL Issued","Hunter Communications, Inc.",143009331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",895,0,895,1,895,12,10740,0,0,0,0,0,10740,0.8,8592,2148,1020,1,NA,NA,NA,NA,2148,5,1718.4,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",500,500,"served_not_gigabit","not_gigabit",40771,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"232",17029723,"OR0014",4,"williams library","library","No","new construction library, public library","Active","20140 Williams Highway","Williams","OR",97544,NA,"Josephine",42.225963,-123.270013,"Congressional District 4","Rural",NA,NA,NA,NA,17015962,"Josephine Community Library District","library system","200 Nw C Street","Grants Pass","OR",97526,"Congressional District 2",2022,221002061,2299035203,2299035203.001,"In-Window","Committed","Funded","FCDL Issued","Hunter Communications & Technologies LLC",143009331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",450,0,450,1,450,12,5400,0,0,0,0,0,5400,0.8,4320,1080,1020,NA,NA,NA,NA,NA,5400,1,4320,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",40771,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"233",125453,"PA0055",56,"butler area public library","library","Yes","main branch","Active","218 N Mckean St","Butler","PA",16001,4911,"Butler",40.8630688,-79.8940295,"Congressional District 3","Urban",NA,NA,NA,NA,160637,"Butler County Federated Library System","consortium","218 North Mckean Street","Butler","PA",16001,"Congressional District 3",2022,221024385,2299042385,2299042385.001,"In-Window","Committed","Funded","FCDL Issued","Armstrong Cable Services",143008427,"Category1","Data Transmission and/or Internet Access","Other","Broadband Over Power Lines",10,"Mbps",100,"Gbps",89.95,0,89.95,1,89.95,12,1079.4,0,0,0,0,0,1079.4,0.53,572.082,507.32,NA,1,NA,NA,NA,NA,1079.4,1,572.082,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1e+05,100,"served_not_gigabit","not_gigabit",31005,NA,31,"Town Fringe","Town","bandwidth target met","under50",2
"234",17012524,"PA0055",56,"butler county federated library system office","non-instructional facility (nif)",NA,NA,"Active","218 N Mckean Street","Butler","PA",16001,NA,NA,40.8630688,-79.8940295,"Congressional District 3",NA,NA,NA,NA,NA,160637,"Butler County Federated Library System","consortium","218 North Mckean Street","Butler","PA",16001,"Congressional District 3",2022,221024385,2299042443,2299042443.001,"In-Window","Committed","Funded","FCDL Issued","Armstrong Cable Services",143008427,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",20,"Mbps",720,0,720,1,720,12,8640,0,0,0,0,0,8640,0.53,4579.2,4060.8,NA,1,NA,NA,NA,NA,8640,1,4579.2,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",20,20,"unserved","not_gigabit",31005,NA,31,"Town Fringe","Town","bandwidth target not met","under50",2
"235",126022,"PA0269",2,"osterhout free library","library","No","main branch, public library","Active","71 S Franklin St","Wilkes Barre","PA",18701,1287,"Luzerne",41.24613,-75.88528,"Congressional District 17","Urban",NA,NA,NA,NA,17026893,"Luzerne County Library System","consortium","71 S Franklin St","Wilkes Barre","PA",18701,"Congressional District 17",2022,221010876,2299012849,2299012849.001,"In-Window","Committed","Funded","FCDL Issued","PenTeleData Limited Partnership I",143004441,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",200,"Mbps",1004,0,1004,1,1004,12,12048,0,0,0,1,0,12048,0.75,9036,3012,26000,1,NA,NA,NA,NA,NA,1,9036,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",200,200,"served_not_gigabit","not_gigabit",119358,NA,13,"City Small","City","bandwidth target not met","over50",2
"236",19537,"PA0269",2,"osterhout free library-south branch","library","No","public library","Active","71 South Franklin Street","Wilkes Barre","PA",18701,NA,"Luzerne",41.24613,-75.88528,"Congressional District 17","Urban",NA,NA,NA,NA,17026893,"Luzerne County Library System","consortium","71 S Franklin St","Wilkes Barre","PA",18701,"Congressional District 17",2022,221010876,2299012849,2299012849.003,"In-Window","Committed","Funded","FCDL Issued","PenTeleData Limited Partnership I",143004441,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",25,"Mbps",200,"Mbps",125.95,0,125.95,7,881.65,12,10579.8,0,0,0,0,0,10579.8,0.75,7934.85,2644.95,2700,1,NA,NA,NA,NA,NA,7,1133.55,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",200,200,"served_not_gigabit","not_gigabit",119358,NA,13,"City Small","City","bandwidth target not met","over50",2
"237",17004620,"PA0291",2,"bethlehem area public library","library","No","main branch, public library","Active","11 W Church St","Bethlehem","PA",18018,5804,"Northampton",40.6183089,-75.3790404,"Congressional District 15","Urban",NA,NA,NA,NA,125904,"Bethlehem Area Public Library","library system","11 W Church St","Bethlehem","PA",18018,"Congressional District 15",2022,221000333,2299000109,2299000109.001,"In-Window","Committed","Funded","FCDL Issued","RCN Telecom Services (Lehigh), LLC",143035087,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",1,"Gbps",1,"Gbps",1463,0,1463,1,1463,12,17556,0,0,0,0,0,17556,0.8,14044.8,3511.2,47000,1,NA,NA,NA,NA,8778,2,7022.4,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",114175,NA,13,"City Small","City","bandwidth target met","over50",2
"238",17019130,"PA0291",2,"bethlehem area public library - coolidge branch building","library","No","public library","Active","2740 Fifth St.","Bethlehem","PA",18020,3454,NA,40.655065,-75.3300316,"Congressional District 17","Urban",NA,NA,NA,NA,125904,"Bethlehem Area Public Library","library system","11 W Church St","Bethlehem","PA",18018,"Congressional District 15",2022,221000333,2299000165,2299000165.001,"In-Window","Committed","Funded","FCDL Issued","RCN Telecom Services (Lehigh), LLC",143035087,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",250,"Mbps",78,0,78,1,78,12,936,0,0,0,0,0,936,0.8,748.8,187.2,2250,1,NA,NA,NA,NA,NA,1,748.8,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",114175,NA,13,"City Small","City","bandwidth target not met","over50",2
